PuzzleId,FEN,Moves,Rating,Themes
03sY1,r1b1Q3/6bk/p2p3p/1pnPP3/2p5/6N1/PP1q2PP/1R3RK1 w - - 0 24,g3h5 c8h3 h5f6 g7f6 e8f7 f6g7,1995,crushing long middlegame
00eSU,5r2/p2R4/1p3pk1/PQ4p1/4p1q1/4P1P1/6PK/8 w - - 3 34,a5b6 f8h8 h2g1 g4g3,1996,crushing deflection endgame short
03Q5V,8/8/1p1r1pk1/pR1P2p1/P2K2P1/8/8/8 b - - 6 45,f6f5 d4e5 d6f6 d5d6,1996,crushing endgame rookEndgame short
03fM7,4r3/2R1P3/8/1p1p2k1/1Bb4p/2P3p1/6PP/6K1 w - - 0 36,c7d7 e8a8 h2g3 h4g3 d7d5 c4d5,1996,crushing endgame long quietMove
01KiF,r3kb1r/p1p1qppp/bp2p3/1N1pN3/3P4/PQ6/1P3PPP/R3K2R b KQkq - 0 13,c7c5 b3a4 a6b5 a4b5 e8d8 e5c6 d8c7 c6e7,1997,advantage fork middlegame veryLong
037D4,r1b2rk1/1p2Qppp/p2p4/3P4/5R2/3q4/P5PP/5R1K b - - 1 22,b7b5 e7f8 g8f8 f4f7 f8e8 f7f8 e8d7 f1f7,2001,attraction mate mateIn4 middlegame sacrifice veryLong
08Gba,2r3k1/3n1pp1/q4n1p/1p1p1p2/3B1Q2/Pp1PP1P1/5PBP/1R4K1 w - - 0 27,f4f5 a6a3 g2d5 c8c1 b1c1 a3c1 g1g2 b3b2 d4b2 c1b2,2006,advancedPawn crushing middlegame veryLong
00MZr,1k5r/ppp5/2p5/3n4/5pQ1/3P1P1r/PPP2K2/5R2 w - - 2 26,f1g1 h3h2 g1g2 d5e3,2007,crushing endgame short
08AeO,8/8/1p2k1p1/p4p1p/2PK1P1P/1P4P1/8/8 w - - 1 52,c4c5 b6b5 c5c6 e6d6,2007,crushing endgame pawnEndgame quietMove short zugzwang
0751z,8/2p4k/1p1pp1p1/p6p/P1q1P3/2N3Q1/1P3r2/K6R b - - 2 34,f2c2 h1g1 c2c1 g1c1,2010,crushing endgame quietMove short
00aL1,8/5pr1/1Q4k1/p2pp3/5Rp1/6P1/5PKP/3q4 b - - 1 33,g6h7 f4f5 d1f3 f5f3,2013,advantage endgame short
05461,2Q5/5kbp/3B2p1/2P5/P1pqn3/3p4/1P4PP/3R3K w - - 4 40,h2h3 e4f2 h1h2 g7e5 g2g3 f2d1,2013,advantage endgame fork long
08DYP,2r2r2/p4kb1/2N3pp/1BN5/8/P3n3/1P4PP/4R1K1 b - - 2 29,e3f5 b5c4 f7f6 c5e4,2015,mate mateIn2 middlegame short
02DtC,8/3R4/p1p1KP2/1pP5/1Pk5/8/8/5r2 b - - 4 66,f1e1 e6d6 e1f1 f6f7 c4b4 d6c6,2016,advancedPawn crushing defensiveMove endgame long rookEndgame
04mxE,3r3r/1b4k1/p4qp1/1ppp1p2/5b2/P1P1PNP1/1PQ2PK1/3R3R w - - 0 41,e3f4 h8h1 g2h1 d5d4,2016,crushing middlegame pin short
0648Q,r2qk2r/ppp1b1pp/3p1n2/4nQ2/3PP3/2N5/PPP3PP/R1B2RK1 b kq - 0 11,e5c4 f5b5 d8d7 b5c4,2016,advantage fork opening short
074rb,r3r1k1/pp1n1p2/2pb1pR1/8/3P4/2P1Bq2/PPQ2P2/2K4R b - - 0 18,f7g6 c2g6 g8f8 h1h7 f3h1 h7h1,2016,crushing long middlegame
02ye0,2kr1bR1/ppp2p1p/4pq2/8/5p2/2N2Q2/PPPBBK2/8 w - - 1 24,f3f4 f6f4 d2f4 f8c5 f2f3 d8g8,2019,advantage discoveredAttack exposedKing long middlegame
016TW,rn4k1/pbpp2pp/1p2p2r/3P4/2P1Pp2/2BB1PqP/PP4P1/R2QRK2 b - - 2 16,e6d5 e4d5 h6h3 e1e8 g8f7 g2h3,2020,advantage intermezzo long middlegame
059mo,8/7p/2p2kp1/1pPp4/3PbK1P/2P1QN2/5P2/7q w - - 0 40,f4g3 h1f3 e3f3 e4f3,2020,crushing endgame short
00p5I,2r4r/1b4k1/2q1p1p1/2p5/1p1pR1QP/pP1P1PP1/P1P5/4R1K1 b - - 0 30,h8h6 e4e6 c6f3 e6e7 g7f8 e1f1 f3f1 g1f1 f8e7 g4g5 e7d7 g5h6,2022,advantage fork master masterVsMaster middlegame pin veryLong
07MNL,r2r2k1/1RR2p1p/4p1p1/8/3B4/2P3P1/4KP2/6b1 b - - 8 28,d8d4 c3d4 a8a2 e2f1,2022,crushing endgame hangingPiece short
058Fh,Q7/5pk1/4R2n/2P4p/3P2pP/4P1P1/1rpq4/5RK1 w - - 2 50,e6g6 g7g6 a8e4 g6g7,2023,crushing defensiveMove endgame hangingPiece short
08HOd,3r2k1/2p3p1/p1p2b1B/5P2/4p1R1/6QP/PPq3PK/8 b - - 3 31,d8d7 h6g7 d7g7 g4g7 f6g7 f5f6,2023,crushing endgame long pin sacrifice
04GcA,6k1/5pP1/2r2B2/4PB2/8/p2K2P1/8/8 w - - 1 47,f5d7 c6f6 e5f6 a3a2,2025,advancedPawn crushing endgame sacrifice short
04k5T,8/7K/6p1/5p2/4kP1P/R2p2P1/6r1/8 w - - 0 50,h7g6 g2g3 g6f6 d3d2,2026,advancedPawn crushing endgame master rookEndgame short
04JEF,3r1bk1/ppp1p1p1/8/2qn2BQ/5P2/2N5/PPP3PP/3R3K w - - 5 22,g5h4 d5c3 h5c5 d8d1 c5g1 d1g1,2027,advantage capturingDefender discoveredAttack kingsideAttack long middlegame
06ODC,r6k/1p4rp/p1pNp3/2PnN1qb/1P1Pp1R1/4P3/3Q3P/4R2K b - - 0 28,h5g4 d6f7 h8g8 f7g5,2028,advantage fork middlegame short
04O6J,r1bq2k1/pp3ppp/2nbr3/1Bp5/3PN3/4P3/PPQB1PPP/R3K2R w KQ - 1 13,e4c5 c6d4 c2c4 d6c5,2029,advantage middlegame pin short
05W8L,3q1rk1/1Rp1bpp1/2npbn1p/r3p3/4P3/P1NP1N1P/2P1BPP1/2BQ1RK1 w - - 1 13,c3b5 d8a8 b7c7 a5b5,2031,advantage middlegame short
031jj,8/8/1p3p1k/p1rR1P2/4K3/1P6/P7/8 b - - 1 50,c5d5 e4d5 b6b5 d5e6 h6g5 a2a3 b5b4 a3a4 g5f4 e6f6,2032,crushing endgame quietMove veryLong zugzwang
01pSj,8/5k2/8/2N1p1p1/1P2Pn1p/2P2P1P/5RP1/1r4K1 w - - 4 37,g1h2 f4h5 g2g3 h4g3 h2g2 g3f2,2033,advancedPawn crushing endgame fork long quietMove
0434f,2kr3r/ppp2ppp/1bn2n2/4N3/1P1P1B2/P1N4q/2PQBP2/R4RK1 b - - 0 16,c6e5 f4e5 b6d4 e5d4 f6g4 d2f4,2036,advantage long middlegame
00UqU,2k4r/q5p1/p2rpn1p/8/1RQP4/2P1P3/1P4PP/R5K1 b - - 0 25,a7c7 a1a6 c7c4 b4c4 c8d7 a6a7,2037,advantage exposedKing long middlegame queensideAttack
027TT,4r1k1/bb2rpp1/p2Pq2p/1p6/3P4/1P4P1/P1NQRP1P/4R1K1 b - - 0 24,e6e2 e1e2 e7e2 d6d7 e2d2 d7e8q,2037,advancedPawn advantage long middlegame promotion
05Khe,1N6/7p/6p1/2pp1k2/5P2/P6P/1Pp1n1PK/4R3 w - - 0 37,a3a4 d5d4 b8d7 d4d3 d7c5 d3d2,2037,advancedPawn advantage endgame long quietMove
02u5n,3Q1r1k/pp1P2pp/n5p1/8/6q1/P7/4RP2/3R2K1 w - - 0 35,g1f1 g4e2 f1e2 f8d8 d1c1 a6b8,2040,advantage endgame long master
05Ewv,3r4/b1p2r1k/p6p/1p2Bp2/1P1p1P2/P2B4/2P2P1P/6RK b - - 3 30,c7c6 d3f5 f7f5 g1g7 h7h8 g7d7 h8g8 d7d8,2040,advantage discoveredAttack discoveredCheck endgame fork sacrifice veryLong
08D7H,r2q3k/1b2b1r1/p3Q3/1p1pR3/3P3P/P1N3P1/1P3PK1/R7 b - - 0 24,b7c8 e5h5 g7h7 h5h7 h8h7 e6f7,2042,attraction crushing exposedKing kingsideAttack long middlegame
03zgW,8/8/p5p1/2pk1p1p/5P1P/1PP1K1P1/8/8 w - - 1 35,e3d3 c5c4 b3c4 d5c5,2043,crushing endgame pawnEndgame short
08I6a,1n5r/3rk3/p1pNp2p/1P2P1pP/6P1/2P4K/1P2n3/3R1R2 b - - 1 26,c6b5 f1f7 e7d8 f7d7 b8d7 d6f7 d8e7 f7h8,2044,advantage fork middlegame veryLong
075GU,4r3/ppp2k2/3p2qp/3P1bbN/1PP3p1/2B3Q1/P5PP/5R1K b - - 3 29,e8e3 g3g4 e3c3 f1f5,2046,advantage middlegame pin short
07OC8,8/8/p1p4R/1p1pp3/6k1/1PKP4/1PP3r1/8 w - - 0 38,h6c6 a6a5 b3b4 a5a4,2046,crushing defensiveMove endgame quietMove rookEndgame short
07SmH,4r2k/p4p1p/5Pp1/2P3P1/2q4r/R4Q2/3B1R2/5K2 w - - 3 40,f2e2 e8e2 f3e2 h4h1,2049,crushing master middlegame short
04Xwh,2k1rb2/pp2r3/2pp2qp/4P1p1/8/1PB3QP/P1P1R1P1/2K1R3 w - - 1 27,e5d6 e7e2 g3g4 e2e6,2050,crushing middlegame short
03z37,2k2r2/ppq3p1/3b1np1/2p2b2/N2P4/1P2P2P/P1PQ2P1/R1B2RK1 w - - 1 19,d4c5 d6h2 g1h1 f6e4 f1f3 e4d2,2051,crushing long middlegame
05WJC,3rk1r1/bp2qp2/p1p5/4p3/1P2P2p/2P4b/1PQN1P1B/R5RK b - - 1 26,e8d7 g1g8 d8g8 c2d3 d7c7 d3h3,2052,advantage fork long middlegame
02h2Q,8/3N4/p7/2PP4/P4k2/1P4p1/3KR2r/8 w - - 1 49,d7f6 f4f3 e2h2 g3h2 c5c6 h2h1q,2056,advancedPawn crushing endgame long promotion
00ao5,r3B2k/pp4pp/2n5/q1p3b1/2Q5/5b2/PPP2PPP/R4RK1 b - - 0 17,f3g2 c4f7 g2d5 f7d5 a8e8 d5g5,2058,advantage long middlegame
03rAq,8/8/4p3/1pPp1k1p/p1p4P/P1P1PK2/1P6/8 b - - 0 41,e6e5 e3e4 d5e4 f3e3,2058,crushing endgame pawnEndgame short
03Il0,2kr2r1/ppp2p1p/8/8/2P5/PP5q/2nN1QPB/R4RK1 w - - 5 21,a1c1 c2e3 g1h1 g8g2,2060,advantage middlegame pin short
07Aft,5rk1/p1p3p1/1p1pp1r1/4b1qp/4Q3/6P1/PPP1NP1P/3R1RK1 b - - 1 21,h5h4 f2f4 g5g4 h2h3 g4f5 e4f5,2060,advantage fork long middlegame
06l4B,1k6/1p6/1Qn5/PN1p4/5b2/7P/1Pr1KP2/8 w - - 0 34,e2d3 c6b4 d3d4 c2c4,2061,endgame mate mateIn2 pillsburysMate short vukovicMate
00vuv,r3r3/2q1b1pk/p3P1Np/5Qp1/8/3p4/PPp2P2/2R1R1K1 b - - 1 30,d3d2 g6f8 h7g8 f5h7 g8f8 h7h8,2062,discoveredCheck doubleCheck long mate mateIn3 middlegame sacrifice
06IaP,4r1k1/2qn1ppp/p2p1P2/2pP2P1/P1Pp1R1Q/1r5P/1P4BK/1R6 b - - 0 28,d7e5 g2e4 e5g6 e4g6 f7g6 f6f7 c7f7 f4f7,2065,advancedPawn crushing fork middlegame veryLong
016jq,3rr1k1/pp2qpb1/2n2n2/4p2p/2P4P/2NBBP2/PPQ2P2/2KR3R w - - 3 17,d1g1 c6b4 e3h6 b4c2 g1g7 g8h8,2070,advantage long middlegame
00zrq,7R/6P1/p3p2P/1p2k3/4p3/2Pp4/r5r1/3R3K b - - 2 40,e4e3 g7g8q g2g8 h8g8 e3e2 d1e1,2071,advancedPawn crushing endgame long promotion
0634Z,5bR1/2k2p2/2N2Qp1/3p1P2/1rpP4/r2qP3/P7/K6R w - - 3 41,f6e5 f8d6 c6b4 d3c3 a1b1 c3b4,2072,crushing defensiveMove fork long middlegame sacrifice
02ZU4,4r1k1/1pp2pp1/6qp/1b1P4/5b1N/2Q4P/1B3PP1/R5K1 b - - 2 28,g6h7 c3b4 h7e4 b4b5,2073,advantage fork middlegame short
069eb,r1q2rk1/pp5p/2p1b3/P2pBp2/3P3b/1QP1PP1n/4B2N/R1R2K2 b - - 1 22,g8f7 f3f4 f8g8 e2h5,2073,advantage clearance middlegame quietMove short
07ijR,8/k7/pp6/1P1p2p1/P2P2P1/2K5/8/8 b - - 4 50,a7b7 b5a6 b7a6 c3b4 a6a7 b4b5 a7b7 a4a5 b6a5 b5a5,2075,crushing endgame master pawnEndgame veryLong zugzwang
03X11,8/pk4p1/3R3p/1P1n1Q2/8/6P1/2r2PPK/3q4 b - - 1 34,c2d2 f5d7 d5c7 d6d2,2076,advantage endgame short
01mWJ,8/8/7p/2k1p1p1/4N1P1/r4PN1/4K3/8 b - - 1 58,c5d4 g3f5 d4c4 f5h6,2077,crushing endgame master short
06aT6,4r3/1pp2R1k/3p3p/p2P4/b1Pn2P1/P6P/1K6/5R2 b - - 1 31,h7g6 h3h4 e8e2 b2c3,2078,crushing defensiveMove endgame master quietMove short
06uQC,R1b4r/1r1qkp2/2Rp2p1/3Pp3/2p1Pn1p/2P2N1P/1P1Q1PP1/6K1 b - - 10 28,b7c7 f3e5 d6e5 d5d6 e7e6 c6c7,2078,advantage fork long middlegame sacrifice
04wzA,8/8/5kpp/5p2/3n1K1P/6N1/5PP1/8 w - - 2 52,f2f3 d4e6 f4e3 f5f4 e3f2 f4g3,2079,crushing endgame fork knightEndgame long
07eyX,4r2r/1pp1q1b1/p5k1/8/P3bRp1/6Q1/1PPB2PP/R5K1 b - - 1 28,g7d4 g1h1 h8h2 g3h2,2079,defensiveMove equality middlegame short
01uIa,2r2rk1/1p4p1/p3p2p/3p1p1q/8/2P1R3/PP1N1P2/RQ3K2 w - - 0 25,d2f3 f5f4 e3d3 e6e5,2084,crushing defensiveMove master middlegame short
00GWg,1r1r2k1/pp4pp/2nNb3/2R2p2/2P1p3/8/P4PPP/3BR1K1 w - - 1 26,d6b7 b8b7 c5c6 b7b1 g1f1 d8d1 e1d1 b1d1 f1e2 e6d7,2085,crushing middlegame veryLong
04VNf,5rk1/1Q1R1p1p/5qpP/3Pp1b1/5n2/rB2BP2/2P5/1K3R2 w - - 0 37,d5d6 e5e4 b3f7 f8f7,2086,advantage master middlegame short
04q4K,8/p3k1p1/4p2p/1n2Np1P/8/PK4b1/1P3rP1/3R3R w - - 2 45,d1d7 e7e8 h1e1 g3e5 e1e5 e8d7,2086,advantage defensiveMove endgame long
00UI2,2r3nr/p5pp/b3kp2/3p4/4p3/BP3P2/P1PN2PP/2KR3R b - - 0 18,f6f5 f3e4 f5e4 d2e4 d5e4 d1d6 e6f7 d6a6,2090,clearance crushing fork middlegame sacrifice veryLong
06fXM,6k1/pp4pp/4p3/3p4/3P2Q1/1P5P/P1q1KPP1/8 w - - 1 25,e2f3 c2d3 f3f4 d3d4,2090,crushing endgame interference queenEndgame short
03fg8,8/8/8/2p5/3k1K1p/3P3P/6P1/8 w - - 1 58,g2g3 d4d3 g3h4 c5c4 h4h5 c4c3 h5h6 c3c2 f4f5 c2c1q,2091,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
060ce,r6k/4b1p1/4Q2p/1p2p3/q7/2P5/1PKR2PP/3R4 w - - 3 32,c2d3 a8d8 d3e2 a4e4 e2f1 e4f4,2091,crushing endgame long
00wiq,8/2N5/8/1p1b2p1/1P3k1p/P4P1P/5K2/8 b - - 5 53,d5f3 c7e6 f4e5 e6g5 f3c6 g5f3 e5e4 f3h4,2092,crushing deflection endgame veryLong
07ZWw,4r3/2k2p1q/p2PpQ1p/1p2P1rP/2p3P1/P4p1K/8/3R4 b - - 0 36,c7d7 f6f3 e8b8 f3f6,2095,crushing endgame master short
01FSC,4r3/5Qkp/p5pN/8/6P1/6KP/P1P1r3/8 b - - 0 34,g7h6 g4g5 h6h5 f7f3 h5g5 f3f4 g5h5 f4h4,2097,endgame mate mateIn4 queenRookEndgame veryLong
025cb,8/p7/2p2k1p/4p1r1/1P1pR3/3P1PK1/P1P5/8 w - - 0 41,e4g4 h6h5 g4g5 f6g5,2099,crushing endgame rookEndgame short
06gPB,2rk1r2/4bP2/3p1pQp/4p3/q3P2P/1pR5/PPpR4/K1B5 w - - 2 32,d2d6 e7d6 g6f6 d8d7 f6f5 d7e7,2102,crushing long middlegame
07X9J,r1b2r2/ppp1k1p1/1b1p1nqp/4p3/4P3/1BPPB2P/PP3PP1/RN1Q1RK1 w - - 3 14,g1h2 f6g4 h3g4 c8g4 e3b6 g4d1,2105,crushing long middlegame sacrifice
03BQX,5Rr1/1pkb2r1/3p1Q2/4p2p/2PqP2P/3Pn1P1/2B5/2R4K b - - 4 42,g7g3 f6d8 c7c6 c2a4 c6c5 d8a5 b7b5 c4b5,2107,crushing discoveredAttack discoveredCheck middlegame veryLong
083c4,r1b4r/pppk1NQp/2nbq3/3p4/5P2/8/PPPP1KPP/R1B4R b - - 0 14,h8f8 f7d6 e6e7 g7e7,2107,advantage discoveredAttack discoveredCheck middlegame short
07clM,4r2k/pp4r1/8/8/4P1qb/4QR1p/PP2R3/5B1K b - - 5 35,e8e4 f3f8 h8h7 e3e4 g4e4 e2e4,2108,crushing exposedKing intermezzo long master middlegame
019wq,2r4r/pp2q1k1/2pp2p1/5pb1/2P2N2/1P4PP/P1Q3K1/3R1R2 b - - 0 26,g5f6 f4g6 g7g6 c2f5,2110,advantage attraction middlegame short
01oWi,8/p7/8/1PP1p3/4K1k1/2b3P1/8/8 b - - 0 48,g4g3 b5b6 a7b6 c5c6,2111,bishopEndgame crushing endgame short
04hRG,2r3k1/2r2p2/p3pp1p/1p1p4/2n5/P1R4P/1P3KP1/1B1NR3 b - - 3 28,c4b2 c3g3 g8f8 d1b2,2112,advantage intermezzo master middlegame short
04yIF,r3k2r/ppq2pp1/2p1pnp1/2P5/3P4/1Q3B2/PP3PPP/R3K2R b KQkq - 4 15,h8h2 h1h2 c7h2 b3b7 a8b8 b7c6,2113,advantage long middlegame
055tr,2r3k1/1b3pPp/7B/8/Bp1b4/6PP/7K/5R2 b - - 1 37,c8a8 a4b3 d4g7 h6g7 b7d5 b3d5,2116,crushing endgame long
02b3R,5rk1/2p2pp1/p2nbq1p/7r/8/2P1B3/PPQN1PPP/R3R1K1 w - - 6 19,d2e4 f6h4 f2f3 h4h2,2118,advantage kingsideAttack middlegame short
06ZQR,8/r5k1/2p3pp/P3Np2/1p1PnP2/2r1PKP1/1R5P/R7 w - - 0 37,b2b4 c3c2 e5d3 e4d2 f3e2 d2b3,2120,advantage discoveredAttack discoveredCheck endgame long
06Pxo,8/8/1p3R2/7p/P7/2P4k/1r6/6K1 w - - 0 38,f6f2 b2b1 f2f1 b1f1 g1f1 h3g3 c3c4 h5h4,2122,crushing defensiveMove endgame exposedKing rookEndgame veryLong zugzwang
02lN4,6k1/1p6/7p/8/3N1Kp1/r5P1/6P1/8 b - - 1 43,a3f3 g2f3 g4f3 f4f3,2129,crushing endgame short
04aYY,r3r1k1/p1p3pp/3pbB1P/1p6/q1P1P3/PnQ2P2/1PR3P1/2K2B1R w - - 1 23,c1b1 b5b4 c3b4 a4b4 a3b4 g7f6,2129,advantage long middlegame
089bM,r7/6k1/pnp2rpq/2Q5/2Pp4/3P4/PP2RPRP/7K b - - 0 30,a8b8 c5e7 f6f7 e7e5 g7h7 e5b8,2129,advantage fork long middlegame
00IpT,r1bk3r/ppp1n2p/3pNQ2/8/2BpP2p/8/PPPq2PP/R5K1 b - - 2 21,d8d7 f6h8 d7c6 h8e8,2130,crushing hangingPiece middlegame short
04DmI,4k3/pbp1r3/1p3qnQ/4p1N1/2Pn1P2/8/PP4PP/R4RK1 w - - 0 28,f4e5 d4e2 g1h1 b7g2 h1g2 g6f4,2131,attraction crushing kingsideAttack long middlegame sacrifice
01L4j,r2q1rkb/pb4Np/1n3p1P/3pn1p1/6P1/P1NBBP2/1P1Q4/R3K2R w KQ - 0 22,d3e2 b6c4 d2d4 c4e3,2133,crushing middlegame short
02zji,8/1p6/2p2k2/8/p4P2/P7/1P2K3/8 w - - 1 50,e2e3 f6f5 e3d4 f5f4,2134,crushing endgame pawnEndgame short
03gXl,5rk1/5q2/p4p2/1p1QP1p1/1PpP3p/P5bP/2N1R1P1/7K w - - 2 42,d5f7 g8f7 e5e6 f7e7,2136,advantage endgame short
04z0O,r1b2rk1/5ppp/8/qP1p4/1b6/5P2/P2B1PPP/R2QKB1R w KQ - 1 18,d2b4 a5b4 d1d2 f8e8 f1e2 e8e2 e1e2 b4b5,2137,advantage attraction middlegame pin veryLong
047pT,3Q1bk1/pp1b3p/2q1p1p1/2p1P3/P1B2B2/1P5P/2P3P1/6K1 b - - 2 29,g8f7 c4b5 c6d5 d8d7 d5d7 b5d7,2139,crushing endgame long
03EPr,3q2k1/1p3ppp/r7/3p4/rn1B4/4P1Q1/5PPP/R3R1K1 b - - 3 23,g7g6 a1a4 a6a4 g3e5 f7f6 e5e6 g8g7 d4f6 d8f6 e6d7,2141,crushing discoveredAttack fork middlegame sacrifice veryLong
05jow,8/2R3p1/p2rpk1p/p2pq3/8/P4Q1P/1P4P1/7K b - - 1 31,e5f5 f3g3 f5f1 h1h2 g7g5 g3d6 f1f4 d6f4,2142,crushing endgame veryLong
02Y5F,8/6p1/5pNk/r4P1p/3b3P/6P1/3R3K/8 b - - 4 44,d4e5 d2d8 e5g3 h2g3 a5f5 g6e7,2146,crushing endgame long quietMove
03HmK,3r1rk1/1p3p1n/p1p3pP/3pQ3/1q2P3/5PN1/P1PR4/5RK1 b - - 0 30,f7f6 e5c7 d8d7 c7d7,2146,crushing middlegame short
02shW,8/8/6p1/5p2/2k1pP1P/4K1P1/8/8 w - - 3 55,e3e2 c4d4 g3g4 f5g4 f4f5 g6f5 h4h5 d4e5 h5h6 e5f6 h6h7 f6g7 h7h8r g7h8,2148,crushing endgame pawnEndgame veryLong
0385J,4r2k/1pq3p1/4pr1p/p2b3P/P2b1PP1/3QB2B/1P6/4RRK1 b - - 5 30,d4b2 d3b5 c7c6 b5b2,2148,advantage fork master middlegame short
00IFk,r1b4r/ppk2ppp/2p5/3n2B1/2P5/6P1/P1P1B2P/2KR3R b - - 0 16,d5c3 g5f4 c7b6 c4c5 b6c5 f4e3,2150,attraction crushing long middlegame
06h8d,rnb2rk1/pp1p1p1p/2p3p1/3P1q2/8/5N2/PB1QBKPP/7R b - - 3 15,f5d5 d2c3 f7f6 e2c4 d5c4 c3c4,2150,advantage long middlegame pin
077mq,r6r/pp3Qp1/2n2p1k/q7/2p4P/5nPN/PB3P2/R3RK2 b - - 5 27,f3e1 b2f6 g7f6 f7f6,2152,crushing middlegame short
02CIw,4K3/4P3/6k1/1R6/5r2/p7/8/8 b - - 0 67,f4a4 e8f8 a4f4 f8g8,2153,crushing defensiveMove endgame rookEndgame short
0846j,8/8/8/2p1pkpp/1pP5/1P1P1K1P/6P1/8 b - - 1 48,g5g4 h3g4 h5g4 f3e3 f5g5 e3e4 g5h4 e4e5,2154,crushing endgame pawnEndgame veryLong zugzwang
00zL1,r7/kp6/p1n1b3/2Q5/7B/8/P4PPP/4qBK1 b - - 2 30,a7b8 h4g3 b8c8 c5d6 e1a5 d6e6,2155,crushing long middlegame
01DwE,6k1/5pb1/p1p1p1pp/P1Bq4/2bP1Q2/1rP1RN1P/5PP1/6K1 b - - 0 23,d5f5 f4f5 g6f5 f3d2 f5f4 e3f3,2158,advantage clearance fork long middlegame
06HBY,8/4k3/1pp3pp/p2p4/3P1PP1/2PK4/P6P/8 b - - 1 31,c6c5 c3c4 d5c4 d3c4,2159,crushing endgame master pawnEndgame short
03r0J,4r1rk/2R1B1bp/2B3p1/8/p4P2/Pb5P/2K3P1/7R w - - 1 32,c2c1 e8c8 e7d6 c8c7 d6c7 g8c8,2160,advantage clearance long middlegame pin
07Cej,6k1/2p2ppp/2pp1q2/p4b2/2Pb1P2/P3r3/1PQ3PP/4RR1K w - - 2 25,e1e3 d4e3 c2e2 f6e6,2160,crushing endgame master short
00Voj,r1bk1b1r/2q5/p1n1p1Bp/1p1pP3/3p4/P3B3/1PP2QPP/R4RK1 b - - 1 17,d4e3 f2f6 d8d7 f6h8 c8b7 f1f8 a8f8 h8f8,2166,advantage discoveredAttack fork middlegame veryLong
04V1P,8/3P1p2/4pk1p/1BP1N1p1/5P2/6PK/7P/3q4 b - - 4 42,h6h5 b5d3 f6e7 c5c6 g5g4 h3h4,2166,crushing defensiveMove endgame long quietMove
00lsn,rnb1r2k/ppp2Qb1/2qpN3/8/3P3P/2P5/PP3P2/RN2K1R1 b Q - 0 18,c6e4 e1d1 e8e7 f7e7,2169,crushing defensiveMove middlegame short
046aK,8/R7/3K1bk1/p3r3/4P1B1/8/P6p/8 w - - 0 54,g4f5 e5f5 e4f5 g6h6,2170,crushing defensiveMove endgame sacrifice short
04kHF,4r1k1/p2b1p2/6pp/Q2p4/3P1q1N/2P5/PP3PPb/1R3R1K w - - 2 24,a5d5 f4h4 d5d7 e8e6 d7d8 h4d8,2170,advantage long middlegame quietMove
02Fag,2N5/P1p4p/1p3k2/1P1p1p1p/3Pr3/6n1/5K2/8 b - - 4 54,g3h1 f2f3 h1g3 a7a8q,2171,advancedPawn advantage defensiveMove endgame promotion short
03UTL,8/5p1p/5p2/k7/2R1P3/1R2KP2/1p4PP/1q6 w - - 2 41,c4b4 b1e1 e3d3 e1b4 b3b4 a5b4 d3c2 b4a3 c2b1 a3b3 g2g4 b3c3,2171,advantage defensiveMove endgame queenRookEndgame veryLong
02hXv,r4k2/ppq3p1/4Q2p/2p5/8/5P2/PP3PK1/4R3 b - - 0 24,a8d8 e1e5 c7e5 e6e5,2175,crushing endgame short
02dIM,3rrknQ/pR3p2/2pq4/3p1BP1/3P4/4P3/P7/1K5R b - - 2 31,d8b8 h8g7 f8g7 h1h7 g7f8 h7f7,2180,attraction epauletteMate long master mate mateIn3 middlegame sacrifice
04wVs,2r1b1k1/1pr3p1/p3p1B1/3pPpQ1/3q4/N6P/5PP1/R1R3K1 w - - 0 27,c1c7 d4a1 a3b1 c8c7,2182,crushing fork hangingPiece intermezzo middlegame pin short
011u9,8/pp5p/8/3N4/2P5/1P1bR2P/P2r1k2/7K w - - 1 43,h1h2 d3e4 e3e4 f2f3,2183,crushing discoveredAttack discoveredCheck endgame master sacrifice short
01JlU,4r2r/p4pk1/1pp3p1/6q1/2BP2P1/6Q1/PP2N1R1/6K1 w - - 8 35,g3c7 g5e3 g2f2 h8h1 g1h1 e3f2 c7f7 f2f7,2186,crushing deflection exposedKing middlegame veryLong
07KSG,r1bq2k1/ppp1p3/4prpR/4N3/8/8/P1P1KPP1/Q4B2 b - - 2 18,d8f8 h6h8 g8h8 e5g6 h8g8 g6f8,2187,advantage attraction exposedKing kingsideAttack long middlegame pin sacrifice
076Nn,8/5pk1/4pQ1n/3pP2P/3P1K1N/2r3r1/P7/8 b - - 5 35,g7g8 f6h6 g3g1 h4f3 g1f1 h6g5,2190,crushing endgame hangingPiece long
080Q6,1r4k1/p1Q2ppp/2n5/2q5/3nPB2/5PP1/PP5P/RK3B1R w - - 3 20,f1d3 b8b2 b1b2 c5b4 b2c1 b4c3 c1d1 c3d3,2191,advantage attraction fork middlegame sacrifice veryLong
023H1,3q3k/pp2N2p/8/6P1/3b2b1/5rP1/PP5B/3QR2K w - - 2 29,e1e4 f3f4 d1d4 d8d4,2192,advantage master middlegame short
03Mvf,6k1/pb1n2pp/1p1pN2q/8/2P1P3/1PN5/P3Q1PP/7K w - - 3 28,e2g4 d7e5 g4g5 h6e6 g5d8 g8f7,2192,advantage endgame long
